,quotes,length
364,"If the feelings of the heart, personal inclinations, and arbitrariness are set up in opposition to positive right and laws, philosophy at least cannot recognize such authorities (pr 28)",185.0
365,"That force and tyranny may be an element in positive right is contingent to the latter, and has nothing to do with its nature (pr 28)",133.0
366,"Legislation in general and its particular determinations should not be considered in isolation and in the abstract, but rather as a dependent moment within one totality (pr 29)",176.0
367,"A determination of right may be shown to be entirely grounded in the prevailing circumstances and existing legal institutions, yet it may be contrary to right and irrational in and for itself (pr 29)",199.0
368,The historical significance of origins ... belongs to a different sphere from the philosophical view of the same origins and of the concept of the thing (pr 30-31),163.0
369,The eternally deceptive method of the understanding ... namely by supplying a good reason for a bad thing and believing that the latter has thereby been justified (pr 32),170.0
370,Silliness is equally an inconsistency (pr 34),45.0
371,The basis of right is the realm of spirit in general and its precise location and point of departure is the will (pr 35),120.0
372,"The will is free, so that freedom constitutes its substance and destiny and the system of right is the realm of actualized freeedom (pr 35)",139.0
373,Freedom is just as much a basic determination of the will as weight is a basic determination of bodies (pr 35),110.0
374,"Nothing in matter is weightless: on the contrary, matter is weight itself (pr 35)",81.0
375,"Will without freedom is an empty word, just as freedom is actual only as will or as subject (pr 35)",99.0
376,The distinction between thought and will is simply that between theoretical and practical attitudes (pr 35),107.0
377,"The will is a particular way of thinking - thinking translating itself into existence, thinking as the drive to give itself existence (pr 35)",141.0
